dt,num_mentions
"2012-10-27","30"
"2015-10-30","85"
"2009-9-4","9"
"2017-4-8","66"
"2012-1-20","25"
"2011-6-12","10"
"2010-2-13","5"
"2010-7-29","21"
"2019-6-21","128"
"2009-5-22","7"
"2013-3-17","33"
"2018-4-4","114"
"2015-4-30","83"
"2014-1-9","68"
"2011-2-10","24"
"2013-10-3","40"
"2009-1-24","2"
"2014-1-11","31"
"2018-7-1","58"
"2015-9-5","33"
"2011-6-8","31"
"2015-9-21","73"
"2016-7-29","79"
"2011-4-24","17"
"2015-6-9","84"
"2009-1-28","4"
"2016-9-2","86"
"2011-2-9","17"
"2012-4-1","16"
"2012-8-9","54"
"2016-5-23","96"
"2014-4-10","76"
"2009-8-12","8"
"2011-2-3","19"
"2014-3-5","89"
"2008-10-21","4"
"2008-9-23","7"
"2018-12-14","112"
"2016-10-12","107"
"2019-3-28","129"
"2012-9-11","36"
"2012-6-30","28"
"2009-8-28","3"
"2009-12-29","8"
"2011-4-23","19"
"2009-11-25","11"
"2014-6-22","30"
"2015-11-10","83"
"2016-2-13","53"
"2014-8-11","58"
"2016-11-5","62"
"2013-10-9","68"
"2009-9-5","5"
"2016-5-15","56"
"2018-1-27","69"
"2009-4-4","3"
"2009-3-3","6"
"2018-11-13","142"
"2018-9-12","144"
"2009-4-11","4"
"2012-7-20","50"
"2012-12-12","36"
"2019-2-12","156"
"2013-6-1","28"
"2008-8-27","1"
"2010-8-6","15"
"2013-7-29","57"
"2012-10-28","33"
"2016-5-26","86"
"2010-11-13","14"
"2013-1-26","24"
"2014-8-14","53"
"2015-3-30","82"
"2009-4-5","4"
"2011-8-22","29"
"2011-2-18","24"
"2014-1-31","70"
"2015-8-26","83"
"2011-11-12","16"
"2018-9-24","129"
"2013-5-26","25"
"2015-7-21","88"
"2019-2-22","143"
"2013-8-18","27"
"2010-12-26","14"
"2014-10-14","60"
"2011-12-3","23"
"2011-4-5","24"
"2012-2-10","26"
"2015-3-23","69"
"2014-4-12","70"
"2015-9-1","88"
"2013-4-10","60"
"2008-11-4","5"
"2019-4-8","157"
"2010-6-11","16"
"2018-8-14","108"
"2017-6-13","110"
"2015-3-9","80"
"2014-5-22","73"
"2010-10-24","19"
"2009-6-13","6"
"2010-5-24","12"
"2017-9-26","112"
"2019-6-7","101"
"2010-11-30","18"
"2011-10-9","20"
"2015-8-16","36"
"2019-7-20","83"
"2017-12-26","70"
"2015-4-10","70"
"2013-7-21","35"
"2014-5-19","69"
"2013-1-3","53"
"2018-9-3","127"
"2015-9-11","59"
"2014-6-2","68"
"2018-5-8","112"
"2017-4-25","109"
"2011-3-4","33"
"2012-4-25","41"
"2013-8-25","37"
"2010-8-25","15"
"2013-3-9","39"
"2012-10-30","42"
"2012-5-12","26"
"2018-12-3","142"
"2013-7-4","49"
"2018-7-19","148"
"2011-9-25","9"
"2016-5-9","79"
"2015-5-24","31"
"2012-2-25","20"
"2010-4-5","6"
"2012-10-2","44"
"2016-8-18","88"
"2010-6-19","9"
"2014-7-11","73"
"2014-3-29","56"
"2016-7-14","101"
"2016-9-25","54"
"2017-6-27","116"
"2018-7-18","124"
"2009-9-14","13"
"2015-8-17","75"
"2017-5-20","72"
"2013-4-25","61"
"2010-10-14","18"
"2017-10-1","64"
"2013-12-3","88"
"2016-6-6","98"
"2010-9-3","16"
"2013-6-29","43"
"2012-5-13","7"
"2014-6-7","16"
"2014-12-11","74"
"2015-4-19","49"
"2014-9-22","68"
"2015-5-21","74"
"2010-12-15","14"
"2013-7-11","84"
"2013-1-15","49"
"2016-6-30","90"
"2016-4-15","95"
"2018-10-17","159"
"2009-3-21","2"
"2013-11-30","48"
"2013-8-7","62"
"2013-9-14","40"
"2014-7-29","65"
"2017-10-16","107"
"2019-3-6","164"
"2009-5-12","7"
"2015-3-8","51"
"2010-8-15","11"
"2010-10-5","19"
"2011-1-21","21"
"2018-12-29","72"
"2017-5-22","98"
"2018-10-31","141"
"2015-11-19","106"
"2013-12-22","32"
"2012-11-6","54"
